,chip_id,num_cloud_pixels_in_label
2843,jadk,17977
2844,jadw,262144
2845,jaie,262144
2846,jale,262144
2847,jaek,262144
2848,jajr,262144
2849,jaox,252887
2850,jagr,262144
2851,jamv,262144
2852,jaow,213206
2853,japc,262144
2854,jagd,2813
2855,jecx,118322
2856,jbqu,86767
2857,jegk,223083
2858,jfap,133895
2859,jdeq,234029
2860,jbhn,194383
2861,jdhq,124840
2862,jdib,184181
2863,jdgj,248419
2864,jeik,207307
2865,jbcf,261822
2866,jbxc,174126
2867,jayj,81172
2868,jcjs,196589
2869,jbfc,160325
2870,jbhz,154489
2871,jdzi,0
2872,jdqa,102617
2873,jdfv,179409
2874,jcih,240216
2875,jers,91810
2876,jbcd,225790
2877,jaxj,195954
2878,javc,164044
2879,jbia,205383
2880,jctq,107979
2881,jbvp,178205
2882,jeif,166879
2883,jebe,192300
2884,jenk,104068
2885,jeml,93108
2886,jcnf,154123
2887,jegy,222598
2888,jbwr,59541
2889,jebm,160093
2890,jcym,97314
2891,jezf,144599
2892,jbpn,198810
2893,jciw,158403
2894,jdwr,221125
2895,jbga,241438
2896,jegq,152569
2897,jcrm,72258
2898,jerl,97479
2899,jbkk,101474
2900,jcoj,172958
2901,jbdi,92202
2902,jeft,237583
2903,jeiq,209716
2904,jaxi,196374
2905,jcry,219221
2906,jcjl,181715
2907,jeak,244178
2908,jbgn,128077
2909,jdae,133991
2910,jecv,121225
2911,jbod,176673
2912,jasy,126207
2913,jbih,236098
2914,jccf,86041
2915,jetw,250523
2916,jciu,200211
2917,jayo,169678
2918,jeal,48114
2919,jawy,156021
2920,jdow,229346
2921,jdmz,78471
2922,jaqr,254148
2923,jduo,155915
2924,jchk,134115
2925,jbqg,253677
2926,jcvo,241634
2927,jbgu,207835
2928,jbny,220053
2929,jelb,131754
2930,jbfm,141965
2931,jbev,174008
2932,jdql,216475
2933,jbmp,196083
2934,jcyx,131871
2935,jdlf,187431
2936,jexh,104456
2937,jefe,256103
2938,jbrj,205577
2939,jdvs,184833
2940,jcch,205140
2941,jcmu,213657
2942,jbik,212666
2943,jdnj,248092
2944,jdqo,204833
2945,jdxl,132813
2946,jcdg,153550
2947,jdgd,92540
2948,jdhz,134966
2949,judq,142324
2950,jvxm,256198
2951,jwvy,262144
2952,juwn,262144
2953,jvfk,210397
2954,jwpw,262144
2955,jxwa,0
2956,jvwp,261961
2957,jygg,247680
2958,jwiz,262144
2959,jvax,240954
2960,jvns,254590
2961,jvbj,261115
2962,jvqf,261013
2963,juhz,249037
2964,jxhr,256461
2965,jxlp,255380
2966,jvgl,257155
2967,jwvr,262144
2968,jvit,258094
2969,jwfz,231418
2970,juwa,262144
2971,jumv,262144
2972,jvlj,178402
2973,juof,204185
2974,jxqg,248603
2975,jwjj,249305
2976,jyem,259706
2977,jxez,262144
2978,jxfk,262144
2979,juee,247623
2980,jupn,255753
2981,jybj,261591
2982,jwmr,258265
2983,juzt,259435
2984,jwvk,256801
2985,jxti,256221
2986,jvue,258581
2987,juvd,260603
2988,jwsl,259608
2989,jwma,259184
2990,juyx,261318
2991,jvom,229208
2992,jwjr,257381
2993,jwyh,252469
2994,jvfh,257812
2995,jxzo,238870
2996,jwwq,262144
2997,jumj,160733
2998,jvfu,250676
2999,jwlf,259453
3000,jvag,256747
3001,jxlf,233162
3002,jvdn,250498
3003,jxcr,252443
3004,jxbo,190448
3005,jvvp,261059
3006,juin,166301
3007,jwml,261362
3008,jxwo,261873
3009,jvir,249443
3010,jvse,262018
3011,jvgc,258518
3012,juvs,247920
3013,jwqs,260584
3014,jvgb,247939
3015,jyag,253773
3016,juiy,243374
3017,jvng,223198
3018,jwot,242603
3019,jxop,253580
3020,jxrg,258298
3021,jukp,261219
3022,jurj,261586
3023,jygp,262144
3024,jugi,261588
3025,juvu,260167
3026,jvhr,262144
3027,jwoc,252679
3028,jyaj,262144
3029,ksrg,262144
3030,ktgh,262144
3031,kter,262144
3032,kuhd,262144
3033,ktub,262144
3034,kuod,257397
3035,ktvl,260166
3036,kvhk,262144
3037,kvfo,143485
3038,ksld,262144
3039,kswl,262144
3040,kuul,193081
3041,ktjt,262144
3042,kuph,261052
3043,kssd,262144
3044,kuhn,262144
3045,ksna,262144
3046,kutl,262144
3047,ksnp,262144
3048,kvbp,262144
3049,ktny,262144
3050,kuhw,262144
3051,ksho,262144
3052,kswj,261065
3053,ktdw,56809
3054,kuay,113505
3055,ksov,262144
3056,ksvs,262144
3057,ktmf,262144
3058,kuyz,262144
3059,kuno,256952
3060,kucw,262144
3061,ktzo,262144
3062,ksqq,229102
3063,kvab,262144
3064,ksuc,262144
3065,ktfk,240952
3066,kujb,262144
3067,kulh,262144
3068,ktde,262144
3069,kuoz,257279
3070,ktue,262144
3071,ksmp,253783
3072,ktem,262144
3073,ktyx,218767
3074,kswa,120223
3075,kvds,257547
3076,kswm,262144
3077,kuak,262144
3078,kuoe,256427
3079,kslt,262144
3080,kuaf,262144
3081,kucd,262144
3082,ktfg,212731
3083,ktqg,262144
3084,kteq,234368
3085,ksqw,241885
3086,kubi,262144
3087,kten,243921
3088,kvbx,37149
3089,ksmf,262144
3090,kvdk,239059
3091,ktgi,262144
3092,kupg,262144
3093,kubr,262144
3094,kuzq,205600
3095,kuvj,262144
3096,ksmj,53747
3097,ksqd,262144
3098,kvce,261728
3099,kskz,262144
3100,ksrf,179032
3101,ktfe,262144
3102,kucs,78553
3103,kvod,226750
3104,plqe,262144
3105,kvkc,262144
3106,plqo,11188
3107,plks,6972
3108,kvop,262144
3109,pllv,262144
3110,kvkf,260608
3111,pluc,7402
3112,kvml,262144
3113,kvkq,251749
3114,plle,262144
3115,plof,262144
3116,kvkv,190168
3117,kwga,23620
3118,kxcs,92428
3119,kwya,2304
3120,kydf,241992
3121,kxpd,262144
3122,kysz,69222
3123,kxqr,0
3124,kzqj,251606
3125,kytz,262144
3126,kvtu,262144
3127,kwnm,35774
3128,kzly,111069
3129,kxfk,37491
3130,kyut,5433
3131,kwgb,179153
3132,kydm,17728
3133,kwak,140952
3134,kywr,174724
3135,kwbb,218004
3136,kzkm,262144
3137,kxjh,143945
3138,kyek,262144
3139,kvor,256854
3140,kwmf,245641
3141,kwrz,235065
3142,kxzq,4362
3143,kwbh,129236
3144,kwjf,262144
3145,kxgj,0
3146,kzif,147239
3147,kyok,46059
3148,kybf,262144
3149,kxxc,238537
3150,kwdk,28311
3151,kzju,233826
3152,kwhm,19974
3153,kxcd,47197
3154,kyjt,236359
3155,kylu,144456
3156,kwpy,32881
3157,kyui,40038
3158,kxqo,153947
3159,kwaj,32598
3160,kwwu,188603
3161,kxvg,7196
3162,kwls,64797
3163,kzoh,18506
3164,kwny,137687
3165,kxzh,34715
3166,kzqe,262144
3167,kvul,48592
3168,kxyz,4517
3169,kyad,262144
3170,kxbl,227
3171,kxkp,241078
3172,kwxy,95555
3173,kweo,88053
3174,kxzs,32181
3175,kwwy,40742
3176,kzky,262144
3177,kvza,38535
3178,kznp,262144
3179,kxez,262144
3180,kyus,167196
3181,kxzz,0
3182,kywo,238698
3183,kzed,3721
3184,kvzs,262144
3185,kwbr,6393
3186,kzim,442
3187,kvst,15860
3188,kwex,262144
3189,kxaz,74599
3190,kyaq,262144
3191,kyuz,258211
3192,lcow,70076
3193,lbrt,262144
3194,lcdn,247651
3195,lbzt,49462
3196,lcyk,55212
3197,laor,262144
3198,lcnl,177826
3199,ldla,262144
3200,lcmt,261021
3201,ldqd,26976
3202,laew,262144
3203,lckd,1692
3204,lacr,207534
3205,ldez,21493
3206,laif,146557
3207,laoz,1757
3208,ldcu,262144
3209,lcsc,13923
3210,ldxu,23477
3211,lcan,20735
3212,lcqm,103078
3213,laeu,752
3214,laaa,56743
3215,kzyl,0
3216,larc,262144
3217,lctv,205152
3218,lbri,190371
3219,lbia,109890
3220,lbdr,184087
3221,lcpj,169735
3222,laxw,55962
3223,lduk,262144
3224,lbin,146840
3225,ldpq,11586
3226,ldei,262144
3227,ldha,8648
3228,ldgk,232072
3229,lbmv,262144
3230,lawp,262144
3231,lakw,144463
3232,ldmo,113270
3233,lcao,262144
3234,ldjd,240262
3235,lash,0
3236,lbwx,0
3237,lahe,26203
3238,ldny,262084
3239,lcge,0
3240,kzyw,156075
3241,lbkf,262144
3242,lboo,262144
3243,ldej,0
3244,lall,262144
3245,ldbg,0
3246,ldas,201424
3247,lawe,4613
3248,kzwv,96
3249,larm,262144
3250,lcft,123782
3251,ldeb,105702
3252,lbmi,857
3253,lacv,111692
3254,lduo,37480
3255,kzym,53953
3256,lcvx,114121
3257,ldvl,43316
3258,kzsl,208614
3259,lcwq,51033
3260,lbln,0
3261,laxh,242937
3262,lcdi,95678
3263,lalt,262144
3264,laug,26441
3265,lcuc,261545
3266,lakn,237507
3267,lahg,3463
3268,lcvp,58141
3269,latj,55098
3270,lcfj,20057
3271,ldtr,0
3272,ldxd,262144
3273,ldsi,37926
3274,layo,182457
3275,lcxa,126892
3276,lbkh,123216
3277,lbua,154339
3278,larr,262144
3279,ldso,120104
3280,ldtu,65475
3281,lbkk,123062
3282,ldzu,70568
3283,lcnn,0
3284,lbee,131309
3285,lpow,93719
3286,lqvn,201060
3287,lnue,231696
3288,lpju,118885
3289,lopm,72798
3290,lrup,27275
3291,lpyd,24183
3292,lnys,235725
3293,lqxl,29889
3294,lqcs,8835
3295,logc,262108
3296,lrrs,75251
3297,lnzc,61027
3298,lqzo,18913
3299,lpch,254720
3300,lotj,158294
3301,lqsm,260213
3302,lnsr,91797
3303,lqzx,110047
3304,lrlp,135653
3305,lpvc,110755
3306,lozx,76979
3307,lqzb,877
3308,lpoi,98737
3309,lpid,33444
3310,loag,180109
3311,lobm,146122
3312,lqac,106006
3313,lrjg,12647
3314,loob,112552
3315,lpvt,261799
3316,lomd,31561
3317,loxg,262144
3318,lpou,262144
3319,lqng,161394
3320,lorz,262144
3321,lptt,23981
3322,lqbn,187405
3323,lnyb,80342
3324,loux,176060
3325,lrti,0
3326,lpwz,21660
3327,loqz,92089
3328,lpko,74847
3329,lqpg,131265
3330,lnum,104128
3331,lqjb,242136
3332,lpvy,262144
3333,loys,95354
3334,lpnk,9897
3335,loww,147593
3336,locj,252354
3337,lpvs,47587
3338,lovb,178497
3339,lqpu,78912
3340,lnux,81161
3341,lpcn,52161
3342,lrsm,176858
3343,lqky,260510
3344,lopo,3564
3345,lohd,21435
3346,lqyp,115202
3347,lrfk,55893
3348,loot,76535
3349,lnvr,121575
3350,loal,247753
3351,lqow,236159
3352,lnua,49498
3353,loco,97531
3354,loyd,191486
3355,lqxr,40657
3356,ltqr,40365
3357,ltgf,204680
3358,lsrg,258650
3359,ltdd,216645
3360,lvkz,251821
3361,ltqv,262095
3362,lubt,260128
3363,lvbs,13678
3364,lulw,258465
3365,lsxh,261003
3366,luvk,204117
3367,lsxo,208999
3368,ltyh,262144
3369,lscq,260912
3370,luwi,251387
3371,luws,262144
3372,ltdz,251360
3373,lulo,262130
3374,lutf,249940
3375,lumm,207725
3376,lsrf,262144
3377,lsjc,222108
3378,lvom,201672
3379,lsje,239054
3380,lvsw,231409
3381,ltjm,222742
3382,luco,100426
3383,luic,261007
3384,ltkf,262144
3385,lrxb,259678
3386,lslq,253104
3387,lthi,253551
3388,ltnj,262144
3389,lsvt,262144
3390,luat,83674
3391,lvjc,120931
3392,luqd,256035
3393,lsqu,86942
3394,luhu,241432
3395,lstf,262144
3396,ltii,260198
3397,luap,258955
3398,luvn,189592
3399,ltbz,257390
3400,ltvv,262144
3401,lvrd,262144
3402,lsiv,245217
3403,ltdj,260706
3404,luar,239851
3405,lswy,262144
3406,lvlw,262144
3407,lszp,256637
3408,luwk,235427
3409,lvun,262144
3410,ltnx,262144
3411,lscs,261565
3412,lubc,261740
3413,luer,235640
3414,ltfs,220380
3415,ltlq,261531
3416,ltdw,262144
3417,lsrb,254272
3418,lvsj,16593
3419,ltdn,262144
3420,lumo,240321
3421,lsfl,202828
3422,lths,73582
3423,luhr,127420
3424,lvbf,255344
3425,lvei,262144
3426,lsgp,132367
3427,lslu,41092
3428,lutn,161584
3429,lsaw,227410
3430,lsre,261892
3431,ltfi,178007
3432,luek,259363
3433,luyf,173262
3434,lzst,230420
3435,lxla,262144
3436,lzzx,199419
3437,mava,262140
3438,lytj,46095
3439,lwvu,262144
3440,lywt,262144
3441,lyyn,171820
3442,lyvs,248280
3443,madv,249006
3444,lwnl,261984
3445,lxtq,250716
3446,lwmb,262144
3447,lyef,168147
3448,lwtw,225436
3449,lwww,259542
3450,lzoz,261093
3451,lzdj,256317
3452,lyuf,260701
3453,lyaa,245426
3454,maqg,256333
3455,lwmz,235980
3456,lwhc,238061
3457,lwfj,134758
3458,lwwz,121097
3459,lyoa,229367
3460,lxov,262144
3461,madg,249948
3462,lzqd,261165
3463,malj,262144
3464,makw,118869
3465,lyjt,194011
3466,macn,181762
3467,lxtd,262144
3468,lzrh,178087
3469,lype,198059
3470,maud,255539
3471,lxia,262144
3472,lybo,262144
3473,lzjm,242571
3474,lwve,243839
3475,mabp,262144
3476,lykn,262144
3477,maps,262144
3478,lxdt,215821
3479,lyjx,261986
3480,lwpy,227777
3481,lzzf,238613
3482,maeb,77203
3483,lwgx,255140
3484,lymo,248215
3485,lybu,211796
3486,lzpp,262144
3487,lwvf,184690
3488,lyqo,262144
3489,lzsd,109108
3490,lxhg,115722
3491,lvxl,211135
3492,lwzx,240138
3493,lxur,262144
3494,maqx,107649
3495,lybh,209684
3496,lwmn,195874
3497,lzpv,260418
3498,lwgh,261905
3499,lzcx,178374
3500,lzbh,200487
3501,lvvu,262144
3502,lzfz,262144
3503,lxzs,262144
3504,lxka,135990
3505,lyoo,210822
3506,lwvr,251873
3507,lxgk,251318
3508,main,262144
3509,lwus,262144
3510,lwrl,237694
3511,lzee,245843
3512,lxgg,234567
3513,lyqk,262085
3514,lyze,262144
3515,masc,262144
3516,lzxe,206013
3517,lxmt,262144
3518,lzil,262144
3519,lxvh,261538
3520,lyjf,180815
3521,lxau,262144
3522,lzbr,256691
3523,lzef,262144
3524,lzkd,262144
3525,lxxm,261284
3526,lyuw,103782
3527,lyxf,175850
3528,mffg,262144
3529,mbjv,225349
3530,mfpl,262144
3531,mebh,262144
3532,mdbl,91323
3533,mfod,124600
3534,mcss,260873
3535,mbjd,261707
3536,mepu,261340
3537,meoq,262071
3538,mgkq,111092
3539,mbmx,236757
3540,mdnz,255441
3541,mbgx,262144
3542,mfwd,262144
3543,merh,93610
3544,mdbs,125238
3545,mepz,262144
3546,mgoc,2840
3547,mese,83732
3548,meue,262144
3549,mfju,262144
3550,mdar,165194
3551,mcmv,39257
3552,mfsi,262144
3553,meqi,189494
3554,mdat,35314
3555,mdxr,209061
3556,mbyc,104871
3557,megs,258281
3558,merq,247338
3559,mdgl,129435
3560,mbrw,262144
3561,mgcu,169740
3562,mexr,261187
3563,mfyw,218263
3564,mbnc,7565
3565,mfxj,259515
3566,mdfc,262144
3567,mbcx,217109
3568,mfdw,259369
3569,metu,206623
3570,mfxg,203748
3571,mdqo,262144
3572,mcte,262144
3573,mdzr,233648
3574,mcdb,255337
3575,mgmx,254160
3576,mckm,221967
3577,mdal,235922
3578,meir,261998
3579,mftu,223496
3580,mdkp,260431
3581,mdgp,258615
3582,mbxs,262144
3583,mfes,253500
3584,mcwm,201123
3585,mcrk,127600
3586,mfwh,223977
3587,mcfi,262144
3588,mbzl,262144
3589,mgcw,262144
3590,mbia,170550
3591,memm,247230
3592,mcjy,80325
3593,mfci,260925
3594,meft,262144
3595,mbtp,221502
3596,mfbe,53174
3597,mgmc,132159
3598,medi,258309
3599,mazx,262144
3600,mcoj,185059
3601,mffd,175515
3602,mduh,149286
3603,mfke,262144
3604,mcdu,84248
3605,mgkz,256250
3606,mbov,262144
3607,mevp,262144
3608,mfkt,124722
3609,mcal,262144
3610,mbhf,255030
3611,meuk,262144
3612,mfon,262144
3613,mbdc,195166
3614,mbtu,241250
3615,mfve,260359
3616,mbcr,235881
3617,mbzm,191493
3618,mfin,203798
3619,mfhh,262144
3620,mebn,205968
3621,mfgf,92248
3622,mbhe,210627
3623,mcyj,210937
3624,mgil,260738
3625,mfhx,262144
3626,mayg,181417
3627,mgcx,106519
3628,mfli,259742
3629,mdcm,259750
3630,meqg,210645
3631,mcyu,194282
3632,mcme,262144
3633,mevc,256663
3634,mbuw,87726
3635,mcik,254386
3636,mgjl,226937
3637,mfmw,262112
3638,mgos,261685
3639,mbsq,262144
3640,mbpx,262144
3641,mfkq,258247
3642,mfia,80436
3643,mdnx,222795
3644,moha,86069
3645,mpbe,163476
3646,moxv,23748
3647,mqax,2685
3648,mpgs,133463
3649,mqjm,20923
3650,mpkf,9701
3651,mres,94212
3652,mrep,49744
3653,mnwo,113489
3654,moqb,71198
3655,mqom,200269
3656,mpbj,54613
3657,mqla,0
3658,moil,0
3659,mqbd,0
3660,moac,165179
3661,mqoh,162677
3662,moam,20378
3663,mqxg,0
3664,mpcw,2520
3665,mqbl,0
3666,mnup,798
3667,moph,92834
3668,mout,507
3669,mpss,118192
3670,mocg,218714
3671,monj,141521
3672,mpcb,0
3673,mqti,620
3674,mqjl,92626
3675,mpwe,25763
3676,mpqq,265
3677,mofn,22239
3678,mqwn,26275
3679,moma,34756
3680,mpam,198004
3681,mqcq,3146
3682,mqge,68453
3683,moup,189
3684,mqkk,1643
3685,mpke,123288
3686,mnze,148369
3687,movf,47234
3688,mpow,87451
3689,mooa,164271
3690,mrbg,15246
3691,moqf,110318
3692,mpsc,0
3693,mqjt,10781
3694,mnxb,3059
3695,mpqv,0
3696,mptx,176668
3697,mozn,57406
3698,mped,59061
3699,moxn,55958
3700,mofu,35399
3701,mpsx,152400
3702,moxl,37982
3703,mqxs,142237
3704,mnxk,21771
3705,mrbf,0
3706,mpbf,0
3707,mqku,0
3708,mptb,0
3709,mqux,9444
3710,mqqi,0
3711,mnxu,152517
3712,mods,79742
3713,mqxu,40671
3714,mnvv,143343
3715,mogr,45464
3716,mozd,158284
3717,mpvi,227240
3718,muip,99332
3719,mvqb,85083
3720,mtrd,183904
3721,mszw,157060
3722,mueu,51859
3723,mscs,180580
3724,muoq,71421
3725,mtvj,133648
3726,mwgr,146224
3727,mutu,205710
3728,mrsl,151247
3729,mson,119474
3730,mrpw,14408
3731,mtie,69145
3732,msap,95974
3733,msgg,0
3734,mvmt,148094
3735,msvy,43291
3736,muiq,19428
3737,mrqi,63188
3738,mtqa,45878
3739,mrrp,68465
3740,mroe,157951
3741,mrlp,2995
3742,mvnk,54296
3743,mtpt,199102
3744,mvoc,71437
3745,mtdi,125077
3746,msym,40678
3747,mvuk,88370
3748,msds,81957
3749,mvrt,0
3750,muyq,99633
3751,mtxd,24953
3752,mwcp,0
3753,mrie,99760
3754,muyc,23364
3755,muvl,110445
3756,mtij,135731
3757,mvno,0
3758,msqq,0
3759,msbc,23418
3760,mvsr,132630
3761,mtwv,0
3762,mucm,35480
3763,muas,35998
3764,msle,120934
3765,muuh,195428
3766,mrzg,72636
3767,mtyk,2432
3768,mvnq,68921
3769,muau,4844
3770,mrnj,45384
3771,mthw,0
3772,mvhu,68704
3773,mriw,131272
3774,msbe,78646
3775,mvxd,86306
3776,mvsw,35114
3777,msmb,74499
3778,msnv,44097
3779,mriq,6489
3780,mvqo,9560
3781,msht,14865
3782,mthn,0
3783,muvc,3022
3784,mtiy,55018
3785,mrna,57375
3786,mugi,55649
3787,mver,61795
3788,mrha,126263
3789,mvdp,1975
3790,muxa,56164
3791,mtew,71475
3792,msqi,110394
3793,muds,97303
3794,msce,32605
3795,msnl,22694
3796,mwbm,61675
3797,msax,0
3798,mrzt,38340
3799,mved,164279
3800,mtuv,0
3801,mtro,56104
3802,msmv,53304
3803,mwax,49242
3804,mtxe,1994
3805,muxn,6490
3806,mwfi,100966
3807,mvqh,43335
3808,msrv,14463
3809,mvff,158070
3810,mtdp,0
3811,mtmi,119673
3812,msis,105073
3813,muwy,62909
3814,mvdn,0
3815,mvts,79738
3816,mtej,102882
3817,mwvt,35622
3818,mxql,20966
3819,naqe,113967
3820,mxge,10932
3821,myio,1777
3822,mwsy,82579
3823,mzuu,17668
3824,nbsr,46415
3825,mzqk,36457
3826,naqj,21626
3827,mxdl,59512
3828,nbir,107850
3829,mxou,36091
3830,mzut,86591
3831,mwsw,63154
3832,mzqm,13377
3833,mzry,16688
3834,myyf,105805
3835,mwqy,1607
3836,mzsj,65205
3837,mwvp,2551
3838,myie,10040
3839,myes,8208
3840,nbnx,2473
3841,nbqk,9992
3842,nbab,82204
3843,mzuq,416
3844,myid,13979
3845,mzcx,30056
3846,mxyv,20144
3847,mxfy,2042
3848,nacc,21635
3849,natu,61158
3850,mxgy,44691
3851,mwrx,53897
3852,mxov,22080
3853,nbdy,0
3854,napk,22691
3855,mzfl,27096
3856,nbfa,66099
3857,mxne,3717
3858,mzpk,81975
3859,myze,116496
3860,myjl,99305
3861,nata,46901
3862,mwlc,74422
3863,mzgr,77546
3864,mzxq,95899
3865,nbci,0
3866,mxwq,27869
3867,myqu,112547
3868,mxzl,45786
3869,mxdx,24203
3870,nbap,14832
3871,nacy,36787
3872,mzki,6523
3873,mysi,33065
3874,mxmc,17811
3875,mzdi,13462
3876,mxbl,51773
3877,nauw,26070
3878,mzfj,29329
3879,myjs,57119
3880,nbni,58404
3881,mwrr,101147
3882,mwoq,31462
3883,mxfh,0
3884,natr,27852
3885,mwom,41193
3886,mxjg,156038
3887,mzet,49663
3888,nbpp,31865
3889,myqq,1038
3890,mwrh,71742
3891,nava,104619
3892,mzxx,43456
3893,mwio,29606
3894,nalt,2971
3895,nabe,28415
3896,myib,0
3897,mxqe,39038
3898,mzfa,92988
3899,mxfi,14182
3900,mxom,30423
3901,nabr,50352
3902,mxdv,12461
3903,mxbt,27944
3904,napu,38760
3905,myxy,36629
3906,mytk,27708
3907,myyx,5099
3908,mxod,16845
3909,mzgs,88221
3910,myzx,57392
3911,mzwr,39205
3912,nbrd,17579
3913,nawh,48186
3914,mxtg,1533
3915,mzep,8131
3916,nart,113724
3917,nblw,31535
3918,myfr,763
3919,myny,73888
3920,mxjo,5625
3921,mzyz,24488
3922,nald,24550
3923,ngdc,262144
3924,nfli,262144
3925,ncma,262144
3926,neit,100635
3927,ngjo,205900
3928,nhdy,183984
3929,neee,262144
3930,ndwb,235049
3931,ncny,262144
3932,ngwb,119701
3933,ngys,262144
3934,nclv,262144
3935,ngoq,204634
3936,ndzf,262144
3937,nfnw,247188
3938,nfmo,262144
3939,ngfc,25996
3940,ncfe,262144
3941,nehd,262144
3942,nhfl,262144
3943,nfld,142948
3944,next,162263
3945,ngbi,249690
3946,ndnq,167789
3947,nepf,117326
3948,neda,262144
3949,ngfk,46277
3950,ngxw,262144
3951,ncyt,261016
3952,nedb,109498
3953,nene,256739
3954,nfps,239819
3955,nhcw,157727
3956,ncsz,168077
3957,nfxa,257612
3958,nfaf,260571
3959,ndxa,248090
3960,ncob,195077
3961,nfqv,64922
3962,neix,262144
3963,nccb,235157
3964,necf,261476
3965,ngak,224890
3966,nfan,209524
3967,nguw,261522
3968,nfrq,262144
3969,ngsw,262144
3970,ncij,179971
3971,ndek,177906
3972,ngpk,205824
3973,ndmk,234859
3974,necn,21087
3975,nglp,176693
3976,neku,84914
3977,nfpi,173064
3978,nfru,29396
3979,ncyg,192280
3980,ngai,262144
3981,ngom,89164
3982,nduf,262144
3983,nguh,250907
3984,ndjb,206098
3985,nczv,262144
3986,nfak,188626
3987,ngls,255498
3988,ndlv,30032
3989,nhhh,262144
3990,nfce,262144
3991,ncvy,262144
3992,ngwf,261721
3993,nhhv,261542
3994,nhbl,262144
3995,nbym,145045
3996,ndou,138780
3997,nfdn,139654
3998,nget,217158
3999,ngap,247187
4000,ndew,39934
4001,nhes,59171
4002,ncpz,245257
4003,nftk,150448
4004,neuq,262144
4005,ndct,55055
4006,ncia,257548
4007,nfsm,86649
4008,ngla,260023
4009,nccg,262144
4010,ncxi,262144
4011,nfib,19392
4012,ncah,79920
4013,ndbe,108337
4014,nhhr,259112
4015,ngdx,102624
4016,nfaq,220681
4017,ngds,250826
4018,ncgm,259833
4019,nebe,171010
4020,nfbp,167262
4021,ngel,262144
4022,nbyh,168755
4023,ngzh,144701
4024,nghx,262144
4025,nefi,39342
4026,nfkz,35498
4027,nece,262144
4028,ndmy,262144
4029,nfti,261999
4030,ncxq,140965
4031,ndkp,54010
4032,nfpe,84164
4033,ngik,191588
4034,ngim,262144
4035,ncvq,259650
4036,ncry,226600
4037,ngfq,121274
4038,ngep,155935
4039,nemz,228850
4040,nfhb,200783
4041,nhqj,42286
4042,nhpy,33936
4043,nhiu,262144
4044,nhpk,81280
4045,nhkp,262144
4046,nhjl,29338
4047,nhiy,262144
4048,njta,262144
4049,nmhq,262144
4050,nkpu,262144
4051,nmpz,0
4052,nluf,262144
4053,nmyg,261992
4054,niwe,260187
4055,nixz,0
4056,niwn,262144
4057,nito,262144
4058,nkrj,261944
4059,nlth,262144
4060,nkgv,262144
4061,nkgo,246010
4062,nmym,262144
4063,njgi,262144
4064,nmqj,0
4065,nkib,15739
4066,nlsk,262144
4067,nkhu,0
4068,nnbf,261520
4069,nmgy,259116
4070,nlxu,102881
4071,nlhe,0
4072,nkhf,262144
4073,nlvq,0
4074,njcm,262144
4075,nnbv,0
4076,nkan,262144
4077,nmlm,262144
4078,nlvl,262144
4079,nngi,0
4080,nize,0
4081,nlbv,262144
4082,nngv,262144
4083,nipv,0
4084,nmzc,259462
4085,nmpf,262144
4086,nnfq,262144
4087,nktv,237663
4088,nlqk,0
4089,nnet,262144
4090,njkl,262144
4091,nmhg,262144
4092,njpo,262144
4093,nnlb,255197
4094,nlks,262144
4095,njxd,262144
4096,nkpe,262144
4097,nmcf,262144
4098,njfz,262144
4099,nngz,261977
4100,njxg,262144
4101,njvi,262144
4102,nneu,0
4103,njls,262144
4104,njhw,262144
4105,nmzf,262144
4106,nivq,0
4107,njom,262144
4108,nngk,262144
4109,nnps,262144
4110,nnml,262144
4111,nlgf,262144
4112,njeb,262144
4113,nmar,262144
4114,nkxx,3323
4115,nlez,262144
4116,nimy,262144
4117,njtq,262144
4118,nlkg,262144
4119,nldv,262144
4120,nmdj,262144
4121,njkp,0
4122,nnjh,262144
4123,njbl,83175
4124,nnlx,262144
4125,nlwu,262144
4126,nmdh,0
4127,nivf,208766
4128,nlyd,262144
4129,nmyj,60610
4130,niqz,262144
4131,njfh,191942
4132,nllr,262144
4133,niom,262144
4134,njia,258438
4135,nmaz,262144
4136,nmjg,262144
4137,nmao,262144
4138,nmix,262144
4139,nitt,262144
4140,nkcn,262144
4141,nlfd,262144
4142,nmjn,6952
4143,niee,262144
4144,nnhn,0
4145,nmsd,0
4146,nkkc,262144
4147,nnnm,239221
4148,nkfr,0
4149,njsl,262144
4150,nlyp,262144
4151,njfq,262144
4152,njmm,0
4153,nnid,262144
4154,nmwl,262144
4155,njcp,262144
4156,njcg,261678
4157,nmqg,262144
4158,nmjy,262144
4159,nktl,5733
4160,nlpb,262144
4161,nkrn,262144
4162,nkxv,262144
4163,nzpm,1640
4164,oagy,9490
4165,ocxg,86867
4166,nzzp,54174
4167,obbt,7883
4168,nzng,0
4169,ocks,150166
4170,odqb,128755
4171,ocep,100477
4172,ocxp,76941
4173,nzvc,88892
4174,odhn,1367
4175,oafy,60952
4176,ocke,79848
4177,nzlx,133403
4178,ocge,5690
4179,ochd,71838
4180,obnz,191007
4181,nzhu,53455
4182,ochf,903
4183,nzph,78506
4184,obav,8130
4185,oava,7840
4186,odnt,90014
4187,odob,97442
4188,oddc,61882
4189,ocht,34255
4190,oazg,98564
4191,obsy,29314
4192,oaqh,72905
4193,nzxy,0
4194,ocpq,30963
4195,odaa,54291
